String ID,en-us,ko-kr,vi-vn,zh-cn,es-us,de-de,es-es,fi-fi,fr-fr,he-il,it-it,ja-jp,pt-pt,sv-se,th-th
c19.eligibility.question/essential_worker.1b.CO,"Are you as an essential frontline worker? This includes first responders; corrections officers; officials from executive, legislative, and judicial branches of government; essential frontline journalists; human services staff; and workers in the food and agricultural sector, USPS, manufacturing, grocery stores, public transit, education, or child care.",,,,,,,,,,,,,,
